username,device,browser,operating_system,ip_address,country,city,login_hour,failed_login_attempts,new_device,vpn_detected,trusted_device,trusted_location,user_role,organisation,risk_score,risk_level,recommended_action,reason
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.140.63,Australia,Melbourne,7,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.44.152,Australia,Melbourne,10,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.111.60,Australia,Melbourne,7,0,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.101.184,Australia,Melbourne,7,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.229.151,Australia,Melbourne,20,0,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.216.88,Australia,Melbourne,7,0,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.52.24,Australia,Melbourne,13,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.135.207,Australia,Melbourne,18,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Linux Laptop,Microsoft Edge,macOS,148.98.35.12,Germany,Berlin,3,5,True,False,False,False,Student,Individual,85,High,Require Additional Verification,"New device detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.119.222,Australia,Melbourne,16,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,MacBook,Firefox,Windows 11,172.136.36.156,Canada,Toronto,2,4,True,False,False,False,Student,Individual,85,High,Require Additional Verification,"New device detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.236.98,Australia,Melbourne,14,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.166.216,Australia,Melbourne,14,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.16.207,Australia,Melbourne,8,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.108.234,Australia,Melbourne,15,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.255.102,Australia,Melbourne,17,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.135.36,Australia,Melbourne,21,0,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.219.230,Australia,Melbourne,15,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.70.131,Australia,Melbourne,18,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.78.161,Australia,Melbourne,8,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,MacBook,Microsoft Edge,macOS,142.5.58.175,United Kingdom,London,22,5,True,False,False,False,Student,Individual,85,High,Require Additional Verification,"New device detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.174.29,Australia,Melbourne,15,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.1.245,Australia,Melbourne,12,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.91.130,Australia,Melbourne,15,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.101.40,Australia,Melbourne,16,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.0.154,Australia,Melbourne,12,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.185.225,Australia,Melbourne,7,0,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.29.62,Australia,Melbourne,16,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.248.209,Australia,Melbourne,9,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Linux Laptop,Google Chrome,Windows 11,136.216.108.238,United Kingdom,London,23,5,True,True,False,False,Student,Individual,100,High,Require Additional Verification,"New device detected, VPN detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.159.103,Australia,Melbourne,13,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.231.31,Australia,Melbourne,18,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.10.151,Australia,Melbourne,9,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.36.182,Australia,Melbourne,14,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.16.221,Australia,Melbourne,14,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.248.55,Australia,Melbourne,14,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.242.207,Australia,Melbourne,22,0,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.220.91,Australia,Melbourne,10,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.27.173,Australia,Melbourne,21,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.206.187,Australia,Melbourne,10,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.98.49,Australia,Melbourne,10,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.93.72,Australia,Melbourne,11,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.50.13,Australia,Melbourne,9,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.121.43,Australia,Melbourne,7,0,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.205.232,Australia,Melbourne,22,0,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student1@example.com,Windows Laptop,Safari,macOS,179.249.79.49,United Kingdom,London,3,6,False,False,True,False,Student,Individual,65,High,Require Additional Verification,"Multiple failed login attempts, Login outside business hours, Untrusted location"
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.31.192,Australia,Melbourne,8,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.244.129,Australia,Melbourne,8,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Microsoft Edge,Windows 11,203.15.41.218,Australia,Melbourne,12,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student1@example.com,Windows Laptop,Google Chrome,macOS,159.41.214.169,Germany,Berlin,4,3,False,True,True,False,Student,Individual,80,High,Require Additional Verification,"VPN detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student2@example.com,MacBook,Safari,macOS,203.16.104.172,Australia,Sydney,18,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.202.34,Australia,Sydney,15,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.161.238,Australia,Sydney,17,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.234.160,Australia,Sydney,10,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.109.130,Australia,Sydney,11,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.125.95,Australia,Sydney,19,0,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student2@example.com,MacBook,Safari,macOS,203.16.154.157,Australia,Sydney,22,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student2@example.com,MacBook,Safari,macOS,203.16.153.239,Australia,Sydney,8,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.59.228,Australia,Sydney,12,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,Windows Laptop,Firefox,macOS,176.135.250.65,Singapore,Singapore,4,4,True,False,False,False,Student,Individual,85,High,Require Additional Verification,"New device detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student2@example.com,MacBook,Safari,macOS,203.16.216.213,Australia,Sydney,9,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.66.164,Australia,Sydney,8,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.226.142,Australia,Sydney,13,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.38.242,Australia,Sydney,8,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.18.214,Australia,Sydney,12,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.65.11,Australia,Sydney,12,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.107.175,Australia,Sydney,9,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.208.250,Australia,Sydney,11,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.83.250,Australia,Sydney,12,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.12.46,Australia,Sydney,13,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.127.69,Australia,Sydney,18,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,Windows Laptop,Safari,Windows 11,210.235.179.79,United Kingdom,London,22,4,True,True,False,False,Student,Individual,100,High,Require Additional Verification,"New device detected, VPN detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student2@example.com,MacBook,Safari,macOS,203.16.12.169,Australia,Sydney,15,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Microsoft Edge,macOS,8.59.133.46,Canada,Toronto,2,5,False,False,True,False,Student,Individual,65,High,Require Additional Verification,"Multiple failed login attempts, Login outside business hours, Untrusted location"
student2@example.com,MacBook,Safari,macOS,203.16.55.153,Australia,Sydney,16,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.59.99,Australia,Sydney,18,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.22.182,Australia,Sydney,14,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.220.18,Australia,Sydney,14,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.160.170,Australia,Sydney,18,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.158.171,Australia,Sydney,17,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.151.142,Australia,Sydney,20,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student2@example.com,Linux Laptop,Safari,Ubuntu 24.04,141.0.155.74,Singapore,Singapore,3,6,True,False,False,False,Student,Individual,85,High,Require Additional Verification,"New device detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student2@example.com,MacBook,Safari,macOS,203.16.226.114,Australia,Sydney,18,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.86.169,Australia,Sydney,23,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student2@example.com,Linux Laptop,Firefox,Windows 11,207.101.75.7,Singapore,Singapore,4,4,True,False,False,False,Student,Individual,85,High,Require Additional Verification,"New device detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student2@example.com,Linux Laptop,Microsoft Edge,macOS,127.204.124.38,United Kingdom,London,3,6,True,True,False,False,Student,Individual,100,High,Require Additional Verification,"New device detected, VPN detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student2@example.com,MacBook,Safari,macOS,203.16.217.57,Australia,Sydney,8,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,Linux Laptop,Safari,Windows 11,35.237.162.244,Singapore,Singapore,22,6,True,True,False,False,Student,Individual,100,High,Require Additional Verification,"New device detected, VPN detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student2@example.com,MacBook,Safari,macOS,203.16.218.213,Australia,Sydney,22,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student2@example.com,MacBook,Safari,macOS,203.16.243.116,Australia,Sydney,22,0,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student2@example.com,MacBook,Safari,macOS,203.16.141.197,Australia,Sydney,15,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.122.71,Australia,Sydney,23,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student2@example.com,MacBook,Safari,macOS,203.16.139.86,Australia,Sydney,17,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.77.60,Australia,Sydney,10,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.109.17,Australia,Sydney,12,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,macOS,203.16.238.107,Australia,Sydney,18,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student2@example.com,MacBook,Safari,Ubuntu 24.04,2.180.152.193,Germany,Berlin,23,6,False,False,True,False,Student,Individual,65,High,Require Additional Verification,"Multiple failed login attempts, Login outside business hours, Untrusted location"
student2@example.com,MacBook,Safari,macOS,203.16.112.125,Australia,Sydney,21,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student2@example.com,MacBook,Safari,macOS,203.16.14.100,Australia,Sydney,21,1,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student2@example.com,MacBook,Safari,macOS,203.16.84.216,Australia,Sydney,20,2,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.13.233,Australia,Brisbane,9,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.13.22,Australia,Brisbane,16,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.93.13,Australia,Brisbane,9,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.232.84,Australia,Brisbane,12,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.142.193,Australia,Brisbane,21,1,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.41.121,Australia,Brisbane,13,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Firefox,Windows 11,64.102.10.160,Germany,Berlin,4,3,False,True,True,False,Student,Individual,80,High,Require Additional Verification,"VPN detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student3@example.com,MacBook,Microsoft Edge,Ubuntu 24.04,197.188.85.156,Singapore,Singapore,1,5,True,False,False,False,Student,Individual,85,High,Require Additional Verification,"New device detected, Multiple failed login attempts, Login outside business hours, Untrusted location"
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.58.200,Australia,Brisbane,18,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.13.238,Australia,Brisbane,11,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.203.242,Australia,Brisbane,17,1,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.124.27,Australia,Brisbane,8,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.61.204,Australia,Brisbane,11,2,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.177.137,Australia,Brisbane,19,0,False,False,True,True,Student,Individual,10,Low,Allow Login,Login outside business hours
student3@example.com,Windows Laptop,Google Chrome,Windows 11,203.17.174.4,Australia,Brisbane,12,0,False,False,True,True,Student,Individual,0,Low,Allow Login,No unusual behaviour detected
